resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section,rec_rev
KAVO-ME-KARI-MEME_KAKARITO,"साधारण निर्माण की कास्टिंग (क्लिप, फिक्सिंग, क्लैंप), वजन 1.6 किलोग्राम तक",Material,General,किलोग्राम,156.76,156.76,156.76,156.76,1,INR,6769.06,43.3063,1384,1384,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,अन्य कार्य,कंक्रीट की सतह का टॉरक्रीटिंग,c4c4fdd62988
DXME-KANE-KATO_KASAPU,बिजली: खपत 0.39 कVt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,1.72,1.72,1.72,1.72,1,INR,145.62,84.7095,1381,1381,निर्माण कार्य,खनन कार्य,"खनन कार्य, जो सामान्य तरीके से किए जाते हैं","ऊर्ध्वाधर स्टॉलों के साथ आसपास के आंगनों, लोडिंग उपकरणों के कक्षों, ऊर्ध्वाधर और",8c88d5a7ed9a
DXME-KANE-KATO_KASAPU,"खनन वर्कशॉप के लिए मैन्युवरिंग विंच, वैगन को पहले रिवर्सिंग तक खींचने के लिए",Equipment,General,मशीन-च,45.23,45.23,45.23,45.23,1,INR,3831.45,84.7095,1381,1381,निर्माण कार्य,खनन कार्य,"खनन कार्य, जो सामान्य तरीके से किए जाते हैं","ऊर्ध्वाधर स्टॉलों के साथ आसपास के आंगनों, लोडिंग उपकरणों के कक्षों, ऊर्ध्वाधर और",8a20b10251ab
DXME-KALI-KAPU_KAKAME,गहराई के वाइब्रेटर,Equipment,General,मशीन-च,11.76,11.76,11.76,11.76,1,INR,689.94,58.6705,1380,1380,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",पाइल कार्य,ज़मीन से किए जाने वाले पाइल कार्य,110ff031990f
KAME-PU-KATO-KAPU_KAKAMEME,"हेक्सागोनल खोखली ड्रिल स्टील 55S2, बाहरी आकार 22 मिमी, आंतरिक व्यास 6.5 मिमी",Material,General,ट,198706.47,198706.47,198706.47,198706.47,1,INR,6752.87,0.0386,1369,1369,निर्माण कार्य,सुरंगें और मेट्रो,बंद कार्य करने का तरीका,ढलान और ऊर्ध्वाधर खनन का निर्माण,604026cc8540
DXME-RIME-MEKA_KAKAME,"पनवातिक हथौड़े, जो स्थिर संपीड़न स्टेशनों से काम करते हैं",Equipment,General,मशीन-च,57.38,57.38,57.38,57.38,1,INR,6163.52,107.4084,1367,1367,निर्माण कार्य,हीटिंग और गैस पाइपलाइन - बाहरी नेटवर्क,शहरों और बस्तियों के गैस पाइपलाइन,शहरों और बस्तियों की गैस पाइपलाइनों की इलेक्ट्रोकेमिकल सुरक्षा,4d18061c4326
MEME-ME-KATO-KAME_KAKANELI,"काटी गई सॉफ्टवुड (स्प्रूस, पाइन), प्राकृतिक नमी के साथ, लंबाई 2-6.5 मीटर, चौड़ाई 100 मिमी और उससे अधिक, मोटाई 100 मिमी और उससे अधिक, ग्रेड III",Material,General,घन मीटर,15139.4,15139.4,15139.4,15139.4,1,INR,15976.82,1.1842,1364,1364,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",पाइल कार्य,ज़मीन से किए जाने वाले पाइल कार्य,da3f93e0c734
KAME-LI-RIKA-KAVO_KAMERIRI,"कपास की नैपकिन, आकार 400x400 मिमी, सतही घनत्व 105 से 130 ग/म2",Material,General,मी²,22.38,22.38,22.38,22.38,1,INR,162.02,7.2439,1359,1359,निर्माण कार्य,निर्माण धातु संरचनाएं,परमाणु विद्युत संयंत्रों की संरचनाएँ,परमाणु विद्युत संयंत्रों के धातु संरचनाओं का निर्माण,be4e6f16a6f0
DXME-RIME-RIRI_TOKAME,वायवीय पोर्टेबल पेरफोरटर्स के लिए समर्थन,Equipment,General,मशीन-च,4.41,4.41,4.41,4.41,1,INR,813.89,184.4683,1339,1339,निर्माण कार्य,सुरंगें और मेट्रो,बंद कार्य करने का तरीका,खदान के शाफ्ट का निर्माण,cc0cd580a6d6
ME_MEKAKA_TOPU,कार्यकर्ता की श्रेणी 3,Labor,Labor,च,532.24,532.24,532.24,532.24,1,INR,71471.97,134.2847,1337,1337,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",हाइड्रोमैकेनाइजेशन विधि द्वारा मिट्टी का विकास,a3b3eea81102
KAME-LI-MEDX-KAPU_KAKATOME,रबर की पैड (तकनीकी प्रेस की गई प्लेट),Material,General,किलोग्राम,203.14,203.14,203.14,203.14,1,INR,2265.31,11.1937,1331,1331,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",हाइड्रोमैकेनाइजेशन विधि द्वारा मिट्टी का विकास,6eff50a0e2bc
ME_MEKAKA_PUSA,औसत कार्य स्तर 4.5,Labor,Labor,च,613.13,613.13,613.13,613.13,1,INR,439780.03,717.2658,1313,1313,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",हाइड्रोमैकेनाइजेशन विधि द्वारा मिट्टी का विकास,c0f16b065ee0
ME_MEKAKA_TOTO,कार्यकर्ता की श्रेणी 3,Labor,Labor,च,525.85,525.85,525.85,525.85,1,INR,64204.37,122.0959,1306,1306,निर्माण कार्य,भूमि कार्य,"अन्य प्रकार के खुदाई कार्य, तैयारी, सहायक और सुदृढीकरण कार्य",भूमि संरचनाओं के ढलानों को मजबूत करना,9a19bd16c961
RIME-RI-KATO-KADX_KAKAKAPU,"PRN तार, क्रॉस-सेक्शन 2.5 मिमी²",Material,General,1000 मीटर,24400.08,24400.08,24400.08,24400.08,1,INR,8479.85,0.3485,1284,1284,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",गैस और तेल उत्पादों के लिए मुख्य और औद्योगिक पाइपलाइनों के लिए खाई खोदना और भरना,3f8ea2678346
